Unnamed: 0,YEAR,Sports,state_cd,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,TOTAL_OPEXP_INCLCOED,SUM_TOTAL_HDCOACH,TOTAL_REVENUE_ALL,TOTAL_EXPENSE_ALL,TOTAL_PARTIC
5451,2012,Golf,MS,187,64,953745,32,3135230,4412086,251
5452,2012,Golf,MT,55,68,355741,16,1299783,1402705,123
5453,2012,Golf,NC,448,228,2840039,81,13396651,14018659,676
5454,2012,Golf,ND,70,48,350957,16,1010555,1010555,118
5455,2012,Golf,NE,174,115,759492,29,2314376,2842199,289
5456,2012,Golf,NH,66,10,181130,8,396200,366121,76
5457,2012,Golf,NJ,176,52,717759,31,2903660,2902274,228
5458,2012,Golf,NM,48,22,584068,10,1886043,1877959,70
5459,2012,Golf,NV,20,16,388062,4,1631160,1619674,36
5460,2012,Golf,NY,692,190,2499959,108,7512938,7398174,882
5461,2012,Golf,OH,530,316,2897180,91,9772148,10919760,846
5462,2012,Golf,OK,239,153,1987671,42,7511415,9493955,392
5463,2012,Golf,OR,119,88,850397,25,1847215,3514928,207
5464,2012,Golf,PA,892,253,2361760,133,7090229,7520145,1145
5465,2012,Golf,RI,58,12,189675,9,877364,875602,70
5466,2012,Golf,SC,278,183,2153491,48,9618508,10910919,461
5467,2012,Golf,SD,77,72,561448,16,1557621,1473122,149
5468,2012,Golf,TN,309,206,2681566,63,12093062,12295575,515
5469,2012,Golf,TX,600,393,6160449,111,22163040,25124013,993
5470,2012,Golf,UT,94,54,1012340,14,2737123,2976208,148
5471,2012,Golf,VA,282,86,1895035,43,7432311,7548264,368
5472,2012,Golf,VT,41,7,79902,6,254975,254243,48
5473,2012,Golf,WA,157,119,1762587,40,4565179,5503069,276
5474,2012,Golf,WI,294,171,912210,47,4645383,5310068,465
5475,2012,Golf,WV,147,64,398198,25,1505266,1739233,211
5476,2012,Golf,WY,13,9,326235,3,527627,630929,22
5477,2012,Gymnastics,AK,0,14,107132,1,603851,597344,14
5478,2012,Gymnastics,AL,0,38,799526,2,1274910,4322280,38
5479,2012,Gymnastics,AR,0,15,358579,1,215571,1431760,15
5480,2012,Gymnastics,AZ,0,36,396254,2,456978,3185461,36
5481,2012,Gymnastics,CA,43,142,1576390,9,3556917,7239460,185
5482,2012,Gymnastics,CO,0,18,176473,1,1194224,1194224,18
5483,2012,Gymnastics,CT,0,100,277262,4,1783635,1784499,100
5484,2012,Gymnastics,DC,0,16,64714,1,810948,810948,16
5485,2012,Gymnastics,FL,0,19,380011,1,1151715,1893219,19
5486,2012,Gymnastics,GA,0,17,311642,1,1109819,2196812,17
5487,2012,Gymnastics,IA,19,36,451120,3,379209,2830313,55
5488,2012,Gymnastics,ID,0,16,99832,1,288886,546568,16
5489,2012,Gymnastics,IL,34,67,472106,6,2326519,3205492,101
5490,2012,Gymnastics,IN,0,26,85853,1,531973,531973,26
5491,2012,Gymnastics,KY,0,17,180139,1,94865,1144667,17
5492,2012,Gymnastics,LA,0,35,399006,2,214990,1851894,35
5493,2012,Gymnastics,MA,26,20,95068,2,246384,231085,46
5494,2012,Gymnastics,MD,24,55,254969,3,786372,1175346,79
5495,2012,Gymnastics,MI,24,91,839059,6,2639523,5445065,115
5496,2012,Gymnastics,MN,20,71,352339,5,767477,1576485,91
5497,2012,Gymnastics,MO,0,39,369426,3,1837527,1837527,39
5498,2012,Gymnastics,NC,0,31,218875,2,992062,1787898,31
5499,2012,Gymnastics,NE,22,16,349760,2,151695,1845889,38
5500,2012,Gymnastics,NH,0,22,133261,1,981622,981622,22
5501,2012,Gymnastics,NJ,0,22,144059,1,740746,740746,22
5502,2012,Gymnastics,NY,0,82,208227,4,557568,557568,82
5503,2012,Gymnastics,OH,25,63,409845,4,1918164,3484388,88
5504,2012,Gymnastics,OK,17,15,494296,2,194097,2880909,32
5505,2012,Gymnastics,OR,0,54,401378,2,731631,2299609,54
5506,2012,Gymnastics,PA,40,115,735736,9,3042905,4076238,155
5507,2012,Gymnastics,RI,0,32,96421,2,218848,218848,32
5508,2012,Gymnastics,TX,0,62,338654,2,1397576,1379046,62
5509,2012,Gymnastics,UT,0,70,643073,4,2590257,3555985,70
5510,2012,Gymnastics,VA,15,20,102244,2,142251,629173,35
5511,2012,Gymnastics,WA,0,33,295035,2,1056048,1671594,33
5512,2012,Gymnastics,WI,0,93,159855,5,672020,616789,93
5513,2012,Gymnastics,WV,0,42,251535,2,1088024,1128046,42
5514,2012,Ice Hockey,AK,53,0,1942284,2,4308208,4321273,53
5515,2012,Ice Hockey,AL,25,0,368648,1,1176719,1176719,25
5516,2012,Ice Hockey,CO,48,0,1028910,2,6278302,6098039,48
5517,2012,Ice Hockey,CT,202,168,2161418,14,8695924,10376954,370
5518,2012,Ice Hockey,IL,31,20,117393,2,315129,304789,51
5519,2012,Ice Hockey,IN,52,0,952565,2,1120521,3262986,52
5520,2012,Ice Hockey,MA,827,219,6217387,38,28277250,27947187,1046
5521,2012,Ice Hockey,MD,0,26,135708,1,320741,320741,26
5522,2012,Ice Hockey,ME,142,107,1022132,10,3988911,3921822,249
5523,2012,Ice Hockey,MI,331,41,3652206,14,14594905,14527999,372
5524,2012,Ice Hockey,MN,437,380,5427252,30,23384367,18341182,817
5525,2012,Ice Hockey,MO,0,23,138717,1,501834,501834,23
5526,2012,Ice Hockey,ND,75,26,1363304,4,4490299,4490299,101
5527,2012,Ice Hockey,NE,26,0,477145,1,2566266,2396070,26
5528,2012,Ice Hockey,NH,208,143,2085368,13,7351509,7270107,351
5529,2012,Ice Hockey,NJ,53,20,447364,3,1278663,1278663,73
5530,2012,Ice Hockey,NY,876,386,6569602,50,28528653,27110828,1262
5531,2012,Ice Hockey,OH,81,23,2069526,4,5939166,7766342,104
5532,2012,Ice Hockey,PA,136,100,1311783,9,7071142,8160543,236
5533,2012,Ice Hockey,RI,113,71,1097366,7,5571737,5567160,184
5534,2012,Ice Hockey,VT,175,121,971367,10,5220150,4694535,296
5535,2012,Ice Hockey,WI,351,181,3105404,20,22793155,26894493,532
5536,2012,Lacrosse,AL,59,32,179500,4,452031,451946,91
5537,2012,Lacrosse,AR,23,0,71608,1,133613,133613,23
5538,2012,Lacrosse,CA,92,329,1657055,16,4591846,6053394,421
5539,2012,Lacrosse,CO,200,152,1581129,10,4964667,5038305,352
5540,2012,Lacrosse,CT,466,401,1513435,27,9624513,10251619,867
5541,2012,Lacrosse,DC,88,126,653103,7,4241111,4235800,214
5542,2012,Lacrosse,DE,97,89,364768,7,2183573,2325829,186
5543,2012,Lacrosse,FL,261,169,1391681,12,4603391,5557790,430
5544,2012,Lacrosse,GA,277,175,1018653,19,4448053,4151028,452
5545,2012,Lacrosse,IA,13,30,65079,3,228702,228702,43
5546,2012,Lacrosse,IL,149,170,827811,13,2052614,3242200,319
5547,2012,Lacrosse,IN,151,95,1000976,9,1697091,4228364,246
5548,2012,Lacrosse,KY,110,90,756613,7,1466937,2526041,200
5549,2012,Lacrosse,LA,18,0,34707,1,78511,78511,18
5550,2012,Lacrosse,MA,1148,909,3247624,74,12440714,12330188,2057
5551,2012,Lacrosse,MD,776,447,2662855,39,13188429,13985851,1223
5552,2012,Lacrosse,ME,301,195,788940,19,1858380,1810690,496
5553,2012,Lacrosse,MI,313,219,1910006,22,6060249,5381637,532
5554,2012,Lacrosse,MO,84,57,256475,6,1498884,1498884,141
5555,2012,Lacrosse,MS,19,14,59000,2,163666,163666,33
5556,2012,Lacrosse,NC,578,404,2368605,33,12302000,12992867,982
5557,2012,Lacrosse,NE,0,17,46685,1,333521,154719,17
5558,2012,Lacrosse,NH,302,236,1330045,20,3898946,3895228,538
5559,2012,Lacrosse,NJ,418,331,1261547,27,5652098,5657709,749
5560,2012,Lacrosse,NY,2827,1832,9457590,164,36799182,38770427,4659
5561,2012,Lacrosse,OH,514,446,1919162,39,7622973,8418284,960
5562,2012,Lacrosse,OK,0,18,44246,1,128583,128583,18
5563,2012,Lacrosse,OR,0,68,292228,3,257991,1497773,68
5564,2012,Lacrosse,PA,1726,1519,5821827,113,26195370,26695883,3245
5565,2012,Lacrosse,RI,200,114,751454,10,3737271,3734227,314
5566,2012,Lacrosse,SC,118,143,475295,8,2740502,2723398,261
5567,2012,Lacrosse,TN,88,71,555092,6,2382993,2369336,159
5568,2012,Lacrosse,TX,42,21,196439,3,378867,370463,63
5569,2012,Lacrosse,VA,633,528,2518808,37,10933183,11835792,1161
5570,2012,Lacrosse,VT,247,171,748363,14,3141454,2789532,418
5571,2012,Lacrosse,WA,0,20,25258,1,65985,65985,20
5572,2012,Lacrosse,WI,164,86,1336824,9,3279808,3260315,250
5573,2012,Lacrosse,WV,110,85,348133,8,1368621,1350923,195
5574,2012,Rodeo,AL,18,23,127408,3,165603,367026,41
5575,2012,Rodeo,AR,26,21,78103,4,275162,275162,47
5576,2012,Rodeo,AZ,30,28,104718,6,431000,423990,58
5577,2012,Rodeo,CA,50,47,274738,5,600383,600383,97
5578,2012,Rodeo,CO,42,39,154772,7,475280,475280,81
5579,2012,Rodeo,IA,18,15,115613,2,231956,231956,33
5580,2012,Rodeo,ID,13,7,167423,1,311723,311723,20
5581,2012,Rodeo,KS,128,47,220203,13,1183788,1144276,175
5582,2012,Rodeo,MO,51,28,120967,3,925937,905326,79
5583,2012,Rodeo,MS,17,14,47728,4,137688,137688,31
5584,2012,Rodeo,MT,95,93,234709,13,1435829,1297440,188
5585,2012,Rodeo,ND,16,14,66883,2,251255,251255,30
5586,2012,Rodeo,NE,3,0,720,1,720,720,3
5587,2012,Rodeo,NM,77,47,349379,10,999676,933024,124
5588,2012,Rodeo,OK,222,135,363819,12,1644655,1632598,357
5589,2012,Rodeo,OR,44,26,147040,4,288867,283646,70
5590,2012,Rodeo,TN,15,9,82473,2,368440,368440,24
5591,2012,Rodeo,TX,335,146,892049,28,3335333,3212819,481
5592,2012,Rodeo,WA,27,26,73181,2,121178,121178,53
5593,2012,Rodeo,WY,145,85,324142,14,1641131,1627635,230
5594,2012,Rowing,AL,0,66,327211,1,904162,1439559,66
5595,2012,Rowing,CA,300,853,2484300,21,9679119,13060695,1153
5596,2012,Rowing,CT,176,321,1302538,12,3170237,3770083,497
5597,2012,Rowing,DC,152,114,552347,4,2182700,2182700,266
5598,2012,Rowing,DE,0,53,77430,1,286236,448844,53
5599,2012,Rowing,FL,105,310,920761,13,4056396,5440337,415
5600,2012,Rowing,IA,0,137,474049,2,363676,1795674,137
5601,2012,Rowing,IL,0,38,61625,1,128882,128882,38
5602,2012,Rowing,IN,0,157,446366,2,75442,2785988,157
5603,2012,Rowing,KS,0,156,953339,2,28968,2654481,156
5604,2012,Rowing,KY,0,63,320731,1,50171,1378604,63
5605,2012,Rowing,MA,477,714,3245453,25,12812180,12794626,1191
5606,2012,Rowing,MD,57,66,121381,5,494801,494801,123
5607,2012,Rowing,ME,69,80,202890,4,441937,441937,149
5608,2012,Rowing,MI,0,274,1036772,3,693529,4271491,274
5609,2012,Rowing,MN,0,102,384382,1,408020,1114820,102
5610,2012,Rowing,NC,0,123,370255,2,1797368,2074810,123
5611,2012,Rowing,NE,0,51,81264,1,179159,179159,51
5612,2012,Rowing,NH,89,58,652893,4,1274882,1249897,147
5613,2012,Rowing,NJ,106,165,591734,6,2406781,2407844,271
5614,2012,Rowing,NY,551,856,2373753,39,8999740,10080508,1407
5615,2012,Rowing,OH,6,140,426391,4,647014,1791931,146
5616,2012,Rowing,OK,27,239,1127209,5,3922506,4725149,266
5617,2012,Rowing,OR,63,185,447329,7,1742559,2355991,248
5618,2012,Rowing,PA,250,610,2016924,19,7838169,7632032,860
5619,2012,Rowing,RI,51,104,556771,3,2632417,2572555,155
5620,2012,Rowing,SC,0,76,166099,1,908409,1533190,76
5621,2012,Rowing,TN,0,75,332694,1,711631,1549345,75
5622,2012,Rowing,TX,0,130,520086,2,1569623,3137563,130
5623,2012,Rowing,VA,18,233,880016,5,3582860,3577212,251
5624,2012,Rowing,WA,151,435,1571272,12,4581884,6502383,586
5625,2012,Rowing,WI,120,208,971608,3,921221,4078686,328
5626,2012,Rowing,WV,0,92,232423,2,1144154,973578,92
5627,2012,Sailing,CA,40,38,383538,4,489835,656084,78
5628,2012,Sailing,CT,29,56,173843,5,719700,665427,85
5629,2012,Sailing,DC,29,84,156114,3,427183,427183,113
5630,2012,Sailing,FL,9,45,35863,2,17697,107124,54
5631,2012,Sailing,HI,9,30,93207,2,12805,150990,39
5632,2012,Sailing,MA,119,156,403879,10,906136,906414,275
5633,2012,Sailing,MD,27,46,74153,4,402269,372212,73
5634,2012,Sailing,ME,9,22,53743,1,134852,118306,31
5635,2012,Sailing,NH,14,21,210556,1,558200,359888,35
5636,2012,Sailing,NY,83,25,72503,3,269233,267313,108
5637,2012,Sailing,RI,44,45,114919,3,271262,272360,89
5638,2012,Sailing,SC,13,26,108662,2,406570,406570,39
5639,2012,Sailing,VA,26,29,207344,4,539268,539268,55
5640,2012,Skiing,AK,26,23,491597,4,1400450,1375516,49
5641,2012,Skiing,CO,32,29,391978,6,1604356,2908700,61
5642,2012,Skiing,ID,4,9,69461,2,133741,133323,13
5643,2012,Skiing,MA,47,48,390113,8,824875,824875,95
5644,2012,Skiing,ME,44,43,287532,8,631325,626915,87
5645,2012,Skiing,MI,27,23,159144,5,718989,733089,50
5646,2012,Skiing,MN,45,43,174086,7,405439,383507,88
5647,2012,Skiing,MT,31,42,201514,4,908627,972655,73
5648,2012,Skiing,NH,77,83,652584,10,1449192,1880124,160
5649,2012,Skiing,NM,13,11,139794,2,880072,880072,24
5650,2012,Skiing,NV,8,9,87359,2,308717,308717,17
5651,2012,Skiing,NY,49,36,172340,8,455097,455097,85
5652,2012,Skiing,RI,0,7,33249,1,74317,74317,7
5653,2012,Skiing,UT,17,15,327450,4,158454,1029248,32
5654,2012,Skiing,VT,65,66,626386,8,1574270,1742696,131
5655,2012,Skiing,WI,10,9,21432,2,197527,197527,19
5656,2012,Soccer,AL,365,499,2231040,35,11546597,13959730,864
5657,2012,Soccer,AR,237,270,1198703,22,4377066,6034424,507
5658,2012,Soccer,AZ,392,365,1321856,30,4656208,7804402,757
5659,2012,Soccer,CA,3632,3676,11647399,286,59724779,64154990,7308
5660,2012,Soccer,CO,388,432,1857630,30,9876456,11005650,820
5661,2012,Soccer,CT,498,500,2059547,37,12932599,15401809,998
5662,2012,Soccer,DC,187,169,917307,14,7054725,7045658,356
5663,2012,Soccer,DE,119,103,557913,10,2526688,2818863,222
5664,2012,Soccer,FL,867,961,5223362,71,26939978,30908736,1828
5665,2012,Soccer,GA,749,892,3081613,69,17255036,17925187,1641
5666,2012,Soccer,HI,108,128,595009,9,1888888,2408649,236
5667,2012,Soccer,IA,1110,934,2457998,70,12963705,14466363,2044
5668,2012,Soccer,ID,64,151,751550,9,2485571,2918568,215
5669,2012,Soccer,IL,1926,1472,4745515,143,25937658,28541561,3398
5670,2012,Soccer,IN,1000,864,3946969,67,18314027,23830482,1864
5671,2012,Soccer,KS,763,748,1885584,67,10255230,11424205,1511
5672,2012,Soccer,KY,620,643,2576742,46,10587499,15281654,1263
5673,2012,Soccer,LA,74,344,1094521,16,7138409,5381585,418
5674,2012,Soccer,MA,1581,1424,4056899,123,18582808,18478849,3005
5675,2012,Soccer,MD,656,526,1946654,52,8538347,9822794,1182
5676,2012,Soccer,ME,429,402,918287,38,3042513,3003209,831
5677,2012,Soccer,MI,857,925,3503287,71,14989623,18602824,1782
5678,2012,Soccer,MN,628,768,1815623,53,5410002,6070503,1396
5679,2012,Soccer,MO,1103,957,3048407,77,20182391,19931980,2060
5680,2012,Soccer,MS,435,483,1409329,38,7647300,9101822,918
5681,2012,Soccer,MT,76,133,653426,8,2653952,3216743,209
5682,2012,Soccer,NC,1029,1048,4271854,78,29131423,29677341,2077
5683,2012,Soccer,ND,81,141,564650,9,2244143,2240727,222
5684,2012,Soccer,NE,302,321,1419547,24,6755096,7897214,623
5685,2012,Soccer,NH,328,288,1183377,24,5957387,5888302,616
5686,2012,Soccer,NJ,1049,877,2930741,85,16713545,16658171,1926
5687,2012,Soccer,NM,88,145,749345,8,3252392,3259402,233
5688,2012,Soccer,NV,25,50,359534,3,1775472,1775472,75
5689,2012,Soccer,NY,3688,2986,10400172,270,49711427,51186399,6674
5690,2012,Soccer,OH,1569,1395,4940348,106,23997725,27147258,2964
5691,2012,Soccer,OK,492,553,2130042,39,12811306,14972809,1045
5692,2012,Soccer,OR,352,522,2140036,36,7901203,10141863,874
5693,2012,Soccer,PA,2700,2406,7439619,208,37085497,38233468,5106
5694,2012,Soccer,PR,290,213,144925,27,1157355,1164861,503
5695,2012,Soccer,RI,226,224,976932,18,5763335,5683851,450
5696,2012,Soccer,SC,711,671,2586611,52,16821957,19668990,1382
5697,2012,Soccer,SD,138,172,587635,12,2785399,2805805,310
5698,2012,Soccer,TN,671,786,3425978,56,22295931,22832695,1457
5699,2012,Soccer,TX,1399,1738,7674050,120,37923842,41054042,3137
5700,2012,Soccer,UT,77,233,1291117,10,4700415,5487231,310
5701,2012,Soccer,VA,928,823,3915646,65,19528051,21403149,1751
5702,2012,Soccer,VI,16,0,12396,1,78720,78720,16
5703,2012,Soccer,VT,260,233,822298,21,3234706,2857206,493
5704,2012,Soccer,WA,799,773,3785112,65,13232566,14943920,1572
5705,2012,Soccer,WI,881,793,2702886,68,10257631,13229374,1674
5706,2012,Soccer,WV,412,385,1524732,30,7891602,8170163,797
5707,2012,Soccer,WY,63,87,421743,7,1771049,1766597,150
5708,2012,Softball,AL,0,786,3182944,40,12949012,14408144,786
5709,2012,Softball,AR,0,320,1055378,17,2878258,4684689,320
5710,2012,Softball,AZ,0,305,1323219,17,3674991,6026287,305
5711,2012,Softball,CA,0,2390,6803577,139,25895063,28474831,2390
5712,2012,Softball,CO,0,335,1001973,16,4152156,4099100,335
5713,2012,Softball,CT,0,334,1071340,18,5215692,6109946,334
5714,2012,Softball,DC,0,103,400612,6,1824726,1828486,103
5715,2012,Softball,DE,0,108,437888,7,1533707,1726770,108
5716,2012,Softball,FL,0,1062,4417752,55,18947117,21110993,1062
5717,2012,Softball,GA,0,877,2811165,45,10607779,12731444,877
5718,2012,Softball,HI,0,109,547258,5,1236330,1993706,109
5719,2012,Softball,IA,0,819,2440385,40,7617889,9537211,819
5720,2012,Softball,ID,0,119,669212,6,1624178,2196519,119
5721,2012,Softball,IL,0,1501,4062495,87,16458319,18652381,1501
5722,2012,Softball,IN,0,704,2643305,35,9011081,12200259,704
5723,2012,Softball,KS,0,797,1734248,43,7589193,8656922,797
5724,2012,Softball,KY,0,558,2057703,27,6443851,8811761,558
5725,2012,Softball,LA,0,332,1880874,16,5462736,6814809,332
5726,2012,Softball,MA,0,906,2274040,55,8330746,8231567,906
5727,2012,Softball,MD,0,447,1111790,28,3656229,3992740,447
5728,2012,Softball,ME,0,251,508714,15,1496385,1464984,251
5729,2012,Softball,MI,0,810,2711058,44,8964047,10869651,810
5730,2012,Softball,MN,0,728,1867772,45,4350121,4986106,728
5731,2012,Softball,MO,0,863,2492562,46,12705163,12589827,863
5732,2012,Softball,MS,0,520,1612126,28,6252103,7791051,520
5733,2012,Softball,MT,0,60,178329,3,809835,792769,60
5734,2012,Softball,NC,0,836,2388494,47,11915693,12550234,836
5735,2012,Softball,ND,0,215,811559,12,2422450,2422356,215
5736,2012,Softball,NE,0,376,1277233,19,4300938,5518257,376
5737,2012,Softball,NH,0,172,434377,10,1244511,1296778,172
5738,2012,Softball,NJ,0,639,1661601,41,7383896,7364252,639
5739,2012,Softball,NM,0,150,805494,7,2497204,2487063,150
5740,2012,Softball,NV,0,73,562511,4,1968959,1968959,73
5741,2012,Softball,NY,0,1907,5662593,116,21315822,22515122,1907
5742,2012,Softball,OH,0,1078,2917506,57,12208974,13273255,1078
5743,2012,Softball,OK,0,595,2101289,34,8614125,11037087,595
5744,2012,Softball,OR,0,383,1527147,21,3831404,5942954,383
5745,2012,Softball,PA,0,1890,4594951,109,18217964,18739568,1890
5746,2012,Softball,PR,0,233,68626,14,593470,589780,233
5747,2012,Softball,RI,0,157,652552,9,2744058,2728968,157
5748,2012,Softball,SC,0,621,1706347,30,8827727,9792852,621
5749,2012,Softball,SD,0,167,610094,10,2304789,2309565,167
5750,2012,Softball,TN,0,811,3058422,44,12912787,13907805,811
5751,2012,Softball,TX,0,1580,7187799,80,24594389,27602714,1580
5752,2012,Softball,UT,0,194,1296850,9,3860945,4602266,194
5753,2012,Softball,VA,0,594,2069050,31,8006215,8733816,594
5754,2012,Softball,VT,0,133,257287,8,539829,533015,133
5755,2012,Softball,WA,0,487,1719016,30,4037475,5041984,487
5756,2012,Softball,WI,0,553,1423413,30,4022577,7562078,553
5757,2012,Softball,WV,0,369,856916,18,3776637,3727393,369
5758,2012,Squash,CA,0,15,72402,1,311275,220224,15
5759,2012,Squash,CT,75,58,203745,8,1102303,1013882,133
5760,2012,Squash,DC,11,14,110667,2,325167,325167,25
5761,2012,Squash,MA,84,60,203577,9,851519,868903,144
5762,2012,Squash,ME,41,43,162375,6,415864,374255,84
5763,2012,Squash,NH,13,15,126396,2,343095,289225,28
5764,2012,Squash,NJ,15,17,182153,2,523881,523881,32
5765,2012,Squash,NY,125,82,326692,15,1204803,1204603,207
5766,2012,Squash,PA,70,65,279886,8,1179745,1070346,135
5767,2012,Squash,RI,11,17,59346,2,184680,184680,28
5768,2012,Squash,VT,14,14,37762,2,104882,104882,28
5769,2012,Swimming and Diving,AL,49,43,463107,4,815022,2414610,92
5770,2012,Swimming and Diving,AR,33,84,454647,6,500270,1911591,117
5771,2012,Swimming and Diving,AZ,59,75,946052,5,1479682,7047366,134
5772,2012,Swimming and Diving,CA,1074,1215,3243668,102,13474476,15388762,2289
5773,2012,Swimming and Diving,CO,92,117,376206,8,1481356,1436426,209
5774,2012,Swimming and Diving,CT,107,184,908264,13,2380612,3645124,291
5775,2012,Swimming and Diving,DC,24,16,86025,2,262018,262018,40
5776,2012,Swimming and Diving,DE,31,30,93120,2,670137,780976,61
5777,2012,Swimming and Diving,FL,94,199,1102026,11,5730611,7014895,293
5778,2012,Swimming and Diving,GA,93,121,710504,9,2033604,4515843,214
5779,2012,Swimming and Diving,HI,28,30,226432,2,790914,1628057,58
5780,2012,Swimming and Diving,IA,119,160,631989,9,1199177,3930692,279
5781,2012,Swimming and Diving,ID,0,27,184267,1,152184,701550,27
5782,2012,Swimming and Diving,IL,258,304,1172297,31,4891405,7401842,562
5783,2012,Swimming and Diving,IN,246,214,1464331,24,3709298,8244365,460
5784,2012,Swimming and Diving,KS,0,29,328452,1,0,1192514,29
5785,2012,Swimming and Diving,KY,147,124,967017,12,1621973,5477414,271
5786,2012,Swimming and Diving,LA,34,64,467013,5,1160401,3079277,98
5787,2012,Swimming and Diving,MA,470,542,2011307,38,6883672,6816600,1012
5788,2012,Swimming and Diving,MD,95,98,377658,6,2441732,2428533,193
5789,2012,Swimming and Diving,ME,93,135,287146,9,1059458,1039252,228
5790,2012,Swimming and Diving,MI,299,301,1669755,24,4115109,8331974,600
5791,2012,Swimming and Diving,MN,202,319,1047950,24,2579405,3589234,521
5792,2012,Swimming and Diving,MO,129,134,681940,12,4505159,4505159,263
5793,2012,Swimming and Diving,MS,32,19,16802,2,621325,415603,51
5794,2012,Swimming and Diving,NC,179,176,1001295,12,5344721,6457920,355
5795,2012,Swimming and Diving,ND,23,27,243391,2,711892,711892,50
5796,2012,Swimming and Diving,NE,0,67,302004,2,459049,1565020,67
5797,2012,Swimming and Diving,NH,51,92,463462,6,1401944,1358314,143
5798,2012,Swimming and Diving,NJ,185,199,896052,17,4229710,4192562,384
5799,2012,Swimming and Diving,NM,0,65,236668,2,1407505,1407505,65
5800,2012,Swimming and Diving,NV,23,43,282994,3,2141249,2141249,66
5801,2012,Swimming and Diving,NY,1036,1041,3608102,105,14590233,14412770,2077
5802,2012,Swimming and Diving,OH,437,525,1539853,44,8144748,8117237,962
5803,2012,Swimming and Diving,OK,21,25,125863,2,909621,909621,46
5804,2012,Swimming and Diving,PA,348,354,1687700,32,7557989,8684912,702
5805,2012,Swimming and Diving,RI,83,156,519558,9,1938933,1866760,239
5806,2012,Swimming and Diving,SC,52,78,488108,4,481929,2128346,130
5807,2012,Swimming and Diving,SD,46,61,277768,4,1041568,1041568,107
5808,2012,Swimming and Diving,TN,64,76,491815,6,1305760,3217205,140
5809,2012,Swimming and Diving,TX,240,262,2149555,17,8739457,13730144,502
5810,2012,Swimming and Diving,UT,60,66,679542,6,1568877,2990978,126
5811,2012,Swimming and Diving,VA,156,214,1159506,14,6490306,7289242,370
5812,2012,Swimming and Diving,VT,59,86,248106,5,888249,852719,145
5813,2012,Swimming and Diving,WI,258,331,1130758,23,6503565,8788166,589
5814,2012,Swimming and Diving,WV,28,57,338215,3,2448250,1822618,85
5815,2012,Swimming and Diving,WY,28,41,156411,2,823846,979059,69
5816,2012,Tennis,AL,202,206,1834875,47,7206642,10220500,408
5817,2012,Tennis,AR,87,116,859531,21,2101893,3527178,203
5818,2012,Tennis,AZ,74,86,686235,20,1785222,4320136,160
5819,2012,Tennis,CA,779,856,5220228,169,24462964,28258212,1635
5820,2012,Tennis,CO,70,80,664533,16,2708724,3285912,150
5821,2012,Tennis,CT,153,164,617985,28,3201907,3922078,317
5822,2012,Tennis,DC,44,58,244398,11,2015023,2007384,102
5823,2012,Tennis,DE,14,28,140883,6,890197,992402,42
5824,2012,Tennis,FL,305,325,3055397,64,13718868,17013009,630
5825,2012,Tennis,GA,296,301,1908838,66,9519727,11744670,597
5826,2012,Tennis,HI,34,36,445308,9,1364578,1907247,70
5827,2012,Tennis,IA,220,227,894537,38,2855765,4360713,447
5828,2012,Tennis,ID,38,48,372246,9,1165731,1741052,86
5829,2012,Tennis,IL,425,470,2216124,102,9333261,11863104,895
5830,2012,Tennis,IN,359,331,1921185,67,6309235,10121902,690
5831,2012,Tennis,KS,166,186,775208,41,3359338,4538323,352
5832,2012,Tennis,KY,222,202,1119201,44,3990217,6343800,424
5833,2012,Tennis,LA,94,129,1256514,26,4620556,6094377,223
5834,2012,Tennis,MA,414,449,1406371,79,5710075,5689545,863
5835,2012,Tennis,MD,167,191,664600,40,2639971,2905214,358
5836,2012,Tennis,ME,57,46,171451,10,582006,544533,103
5837,2012,Tennis,MI,210,233,1541267,46,5525063,8131990,443
5838,2012,Tennis,MN,200,244,908277,42,2025149,2596457,444
5839,2012,Tennis,MO,207,204,803091,44,5806232,5757529,411
5840,2012,Tennis,MS,217,182,1328186,44,4383455,6141479,399
5841,2012,Tennis,MT,26,24,341282,6,1252176,1607965,50
5842,2012,Tennis,NC,325,369,2400437,77,14178347,15098419,694
5843,2012,Tennis,ND,8,15,112632,3,371836,371836,23
5844,2012,Tennis,NE,94,81,559646,18,1231111,2287308,175
5845,2012,Tennis,NH,57,57,220786,11,847316,840766,114
5846,2012,Tennis,NJ,196,233,807222,46,4365889,4368454,429
5847,2012,Tennis,NM,57,38,494937,10,2288421,2261949,95
5848,2012,Tennis,NV,19,14,303011,4,1481810,1481810,33
5849,2012,Tennis,NY,806,911,3317966,173,13513241,14402491,1717
5850,2012,Tennis,OH,407,401,2019906,80,7758661,9982439,808
5851,2012,Tennis,OK,101,108,1397347,26,4686865,7018097,209
5852,2012,Tennis,OR,93,93,696964,18,1817468,3050935,186
5853,2012,Tennis,PA,819,889,2738263,172,11469383,11739460,1708
5854,2012,Tennis,PR,78,66,76292,27,646151,638937,144
5855,2012,Tennis,RI,73,94,334128,15,1386090,1328511,167
5856,2012,Tennis,SC,225,194,1540673,45,8847776,10783099,419
5857,2012,Tennis,SD,18,53,178139,8,806740,813705,71
5858,2012,Tennis,TN,248,248,2077966,56,9947404,10946930,496
5859,2012,Tennis,TX,463,450,4630545,89,20112449,23469846,913
