Unnamed: 0,YEAR,Sports,state_cd,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,TOTAL_OPEXP_INCLCOED,SUM_TOTAL_HDCOACH,TOTAL_REVENUE_ALL,TOTAL_EXPENSE_ALL,TOTAL_PARTIC
1579,2007,Volleyball,DC,0,98,468645,8,2893704,2923817,98
1580,2007,Volleyball,DE,0,60,229893,5,977858,1195516,60
1581,2007,Volleyball,FL,15,713,2927698,55,11628163,15725133,728
1582,2007,Volleyball,GA,0,380,1056410,29,4442807,6633329,380
1583,2007,Volleyball,HI,21,70,665464,6,2474217,2724527,91
1584,2007,Volleyball,IA,57,764,1441365,44,5866956,7963413,821
1585,2007,Volleyball,ID,0,123,746485,8,1880656,2841487,123
1586,2007,Volleyball,IL,62,1139,2855204,86,10387663,13497523,1201
1587,2007,Volleyball,IN,42,547,2192949,40,7515185,10879605,589
1588,2007,Volleyball,KS,0,652,1505454,45,4525613,6930298,652
1589,2007,Volleyball,KY,0,368,1066506,27,4453770,6245837,368
1590,2007,Volleyball,LA,0,188,1116219,15,3327019,5232973,188
1591,2007,Volleyball,MA,148,596,1284823,57,4781611,5007616,744
1592,2007,Volleyball,MD,11,384,830453,33,3077655,4206134,395
1593,2007,Volleyball,ME,10,173,322898,16,1031361,1067261,183
1594,2007,Volleyball,MI,0,696,2023373,49,6799805,9657628,696
1595,2007,Volleyball,MN,0,586,1321881,42,4626877,4915425,586
1596,2007,Volleyball,MO,100,767,1930499,55,8773205,10905135,867
1597,2007,Volleyball,MS,0,134,648087,10,2190186,2790950,134
1598,2007,Volleyball,MT,0,155,640258,10,2346152,2898437,155
1599,2007,Volleyball,NC,30,774,1902360,63,7502440,11660909,804
1600,2007,Volleyball,ND,0,188,480382,13,1481782,1710168,188
1601,2007,Volleyball,NE,0,388,1130798,23,5325736,5714853,388
1602,2007,Volleyball,NH,13,158,443166,13,1295504,1779819,171
1603,2007,Volleyball,NJ,102,359,1028367,33,4712893,4759385,461
1604,2007,Volleyball,NM,0,93,697701,6,2085057,2372226,93
1605,2007,Volleyball,NV,0,33,242219,2,442099,1302558,33
1606,2007,Volleyball,NY,284,1629,4348615,154,15102402,17007999,1913
1607,2007,Volleyball,OH,22,899,2505108,62,10662859,14091019,921
1608,2007,Volleyball,OK,0,245,860234,20,2956845,4356019,245
1609,2007,Volleyball,OR,0,375,1434116,27,3627395,5603968,375
1610,2007,Volleyball,PA,118,1479,3331417,124,12102083,13107036,1597
1611,2007,Volleyball,PR,295,290,465917,38,1775476,1828337,585
1612,2007,Volleyball,RI,18,131,343926,10,1498462,1458827,149
1613,2007,Volleyball,SC,0,385,1199123,29,4950485,7849685,385
1614,2007,Volleyball,SD,0,197,474664,12,2142323,2330189,197
1615,2007,Volleyball,TN,17,507,1641688,38,8285545,9413797,524
1616,2007,Volleyball,TX,0,1255,5155109,92,18998601,23710163,1255
1617,2007,Volleyball,UT,23,157,1030809,11,2390086,3904612,180
1618,2007,Volleyball,VA,29,442,1321923,35,5493763,7379511,471
1619,2007,Volleyball,VI,10,10,10000,2,8000,17200,20
1620,2007,Volleyball,VT,8,94,128484,9,268881,262981,102
1621,2007,Volleyball,WA,0,452,1659189,37,4725902,6257123,452
1622,2007,Volleyball,WI,65,690,1617058,41,4822724,5768257,755
1623,2007,Volleyball,WV,0,292,659228,21,2440194,3158390,292
1624,2007,Volleyball,WY,0,100,403871,8,1275354,1611848,100
1625,2007,Water Polo,AZ,0,21,131900,1,105994,619226,21
1626,2007,Water Polo,CA,1185,1211,3823646,133,11579217,14907037,2396
1627,2007,Water Polo,CO,0,34,82332,2,39882,366443,34
1628,2007,Water Polo,CT,12,9,33229,2,61885,61885,21
1629,2007,Water Polo,DC,17,16,52415,2,302469,302469,33
1630,2007,Water Polo,HI,0,25,132605,1,98404,492602,25
1631,2007,Water Polo,IL,0,14,25892,1,36008,54949,14
1632,2007,Water Polo,IN,0,15,92277,1,5621,515214,15
1633,2007,Water Polo,MA,38,16,141656,3,320503,306499,54
1634,2007,Water Polo,MD,25,21,177642,2,324987,562798,46
1635,2007,Water Polo,MI,0,29,190569,1,18533,779037,29
1636,2007,Water Polo,MN,0,12,24958,1,32313,37239,12
1637,2007,Water Polo,MO,23,13,97658,2,105358,105358,36
1638,2007,Water Polo,NJ,21,16,119788,2,296380,296380,37
1639,2007,Water Polo,NY,62,132,398624,12,1515652,1289169,194
1640,2007,Water Polo,PA,83,100,316179,12,1256176,1267018,183
1641,2007,Water Polo,RI,13,12,152330,2,262763,262763,25
1642,2007,Water Polo,WI,0,18,35305,1,47305,47305,18
1643,2007,Water Polo,WV,10,0,8661,1,26490,26987,10
1644,2007,Wrestling,AZ,100,0,356051,3,710365,1417698,100
1645,2007,Wrestling,CA,664,13,838980,29,2604345,3261279,677
1646,2007,Wrestling,CO,148,0,255581,5,1395229,1506746,148
1647,2007,Wrestling,CT,62,0,86780,3,313344,297681,62
1648,2007,Wrestling,DC,18,0,94669,1,553749,552349,18
1649,2007,Wrestling,DE,19,0,36752,1,97752,222659,19
1650,2007,Wrestling,IA,610,0,958507,22,4425824,6000351,610
1651,2007,Wrestling,ID,60,0,125512,2,279414,588451,60
1652,2007,Wrestling,IL,364,0,626507,19,1962592,3398380,364
1653,2007,Wrestling,IN,152,0,368724,6,713675,1743331,152
1654,2007,Wrestling,KS,153,0,128389,6,791157,798946,153
1655,2007,Wrestling,KY,53,51,96227,3,766193,766244,104
1656,2007,Wrestling,MA,230,0,320523,10,1448843,1665441,230
1657,2007,Wrestling,MD,76,0,172293,3,379822,767524,76
1658,2007,Wrestling,ME,29,0,15350,1,62812,59250,29
1659,2007,Wrestling,MI,207,0,496908,6,1601782,3279530,207
1660,2007,Wrestling,MN,303,0,513305,12,1458641,2051163,303
1661,2007,Wrestling,MO,257,27,449400,10,1606794,2329685,284
1662,2007,Wrestling,MT,68,0,123387,2,609449,598911,68
1663,2007,Wrestling,NC,321,0,496817,11,2907690,3525223,321
1664,2007,Wrestling,ND,84,0,183606,4,678744,667578,84
1665,2007,Wrestling,NE,213,0,346769,7,1645802,2424083,213
1666,2007,Wrestling,NH,29,0,36959,1,55676,55676,29
1667,2007,Wrestling,NJ,175,0,322141,9,1685092,1675410,175
1668,2007,Wrestling,NM,21,0,80417,1,250057,250057,21
1669,2007,Wrestling,NY,555,0,1197777,21,3288143,3720195,555
1670,2007,Wrestling,OH,504,0,704304,16,3693950,3830495,504
1671,2007,Wrestling,OK,167,23,554281,6,1695829,3363829,190
1672,2007,Wrestling,OR,172,18,562513,8,937813,2214387,190
1673,2007,Wrestling,PA,967,0,1774837,35,7949717,8199532,967
1674,2007,Wrestling,PR,63,6,29994,13,123688,138594,69
1675,2007,Wrestling,RI,123,0,157000,4,502635,481886,123
1676,2007,Wrestling,SC,174,0,214382,5,1244070,1271445,174
1677,2007,Wrestling,SD,116,0,160494,5,752234,795204,116
1678,2007,Wrestling,TN,116,0,218310,4,1528802,1528803,116
1679,2007,Wrestling,UT,32,0,70986,1,91464,341294,32
1680,2007,Wrestling,VA,210,0,587089,8,1579241,3004583,210
1681,2007,Wrestling,VT,34,0,46383,1,100004,97730,34
1682,2007,Wrestling,WA,36,0,42963,2,90528,89222,36
1683,2007,Wrestling,WI,324,0,491903,14,1005691,1625258,324
1684,2007,Wrestling,WV,91,0,128709,3,279938,770549,91
1685,2007,Wrestling,WY,67,0,182261,3,632549,763412,67
1686,2008,All Track Combined,AK,46,42,342303,2,735895,1045904,88
1687,2008,All Track Combined,AL,483,618,1941281,25,5493127,10943569,1101
1688,2008,All Track Combined,AR,361,296,1749480,18,3338252,7391441,657
1689,2008,All Track Combined,AZ,375,373,1683821,12,2135332,6150788,748
1690,2008,All Track Combined,CA,1862,2388,4728736,113,15194417,23471749,4250
1691,2008,All Track Combined,CO,503,441,1046540,17,2885377,4916913,944
1692,2008,All Track Combined,CT,833,726,1589327,24,5989758,7694881,1559
1693,2008,All Track Combined,DC,202,166,749969,8,3632194,3595797,368
1694,2008,All Track Combined,DE,78,85,146854,4,832938,798263,163
1695,2008,All Track Combined,FL,616,988,4129015,36,6458097,15658351,1604
1696,2008,All Track Combined,GA,607,628,1735092,36,5532502,8756695,1235
1697,2008,All Track Combined,HI,0,96,307772,1,175063,942876,96
1698,2008,All Track Combined,IA,1459,1233,1996627,57,6170971,9555988,2692
1699,2008,All Track Combined,ID,341,365,702496,12,2374854,3402558,706
1700,2008,All Track Combined,IL,1846,1758,3061857,71,12172691,15165561,3604
1701,2008,All Track Combined,IN,1208,1272,2932542,48,7837874,14053908,2480
1702,2008,All Track Combined,KS,1111,835,1733178,62,5513247,9219128,1946
1703,2008,All Track Combined,KY,529,521,1512477,29,4423116,8153997,1050
1704,2008,All Track Combined,LA,545,509,2286250,23,4031128,8614077,1054
1705,2008,All Track Combined,MA,1581,1569,1986041,50,10221217,10242480,3150
1706,2008,All Track Combined,MD,599,627,1399667,29,5303865,6386160,1226
1707,2008,All Track Combined,ME,490,488,577407,19,2040213,2011981,978
1708,2008,All Track Combined,MI,1363,1257,2642450,46,9251276,14067226,2620
1709,2008,All Track Combined,MN,1250,1178,1816775,49,4176067,5880097,2428
1710,2008,All Track Combined,MO,1237,1053,2365381,55,9665913,11353171,2290
1711,2008,All Track Combined,MS,195,210,1234312,12,2681157,4666413,405
1712,2008,All Track Combined,MT,207,201,413460,6,1063058,2048394,408
1713,2008,All Track Combined,NC,1363,1485,3742467,68,11783837,19300122,2848
1714,2008,All Track Combined,ND,327,253,735242,10,2172680,2400407,580
1715,2008,All Track Combined,NE,774,549,1202908,32,4683998,7247430,1323
1716,2008,All Track Combined,NH,407,375,486218,9,1574927,1867085,782
1717,2008,All Track Combined,NJ,959,840,2174767,37,9523520,9521468,1799
1718,2008,All Track Combined,NM,183,348,639953,9,2608725,2739645,531
1719,2008,All Track Combined,NV,0,119,184923,1,10030,672280,119
1720,2008,All Track Combined,NY,2975,2731,4719004,111,17721963,19039836,5706
1721,2008,All Track Combined,OH,2042,2340,3847455,82,16232860,18857143,4382
1722,2008,All Track Combined,OK,490,575,1778263,22,5690046,10048240,1065
1723,2008,All Track Combined,OR,643,522,1858751,23,3856533,7511433,1165
1724,2008,All Track Combined,PA,3034,3006,4704934,94,19516168,20670871,6040
1725,2008,All Track Combined,PR,436,338,489687,46,3932336,4008748,774
1726,2008,All Track Combined,RI,392,359,606191,14,3371198,3417209,751
1727,2008,All Track Combined,SC,534,636,1881381,33,6256031,10366513,1170
1728,2008,All Track Combined,SD,515,558,640711,19,2680012,2941052,1073
1729,2008,All Track Combined,TN,576,597,2044288,34,9474319,11038395,1173
1730,2008,All Track Combined,TX,1939,1796,8142509,83,27109231,36510924,3735
1731,2008,All Track Combined,UT,450,459,1655745,12,3854923,5542329,909
1732,2008,All Track Combined,VA,1085,1135,3319005,42,10455135,14894511,2220
1733,2008,All Track Combined,VT,98,135,130898,2,684036,806733,233
1734,2008,All Track Combined,WA,698,851,1887456,26,4192222,6711296,1549
1735,2008,All Track Combined,WI,1302,1187,2306740,45,5145534,7619197,2489
1736,2008,All Track Combined,WV,152,373,664068,12,2360112,2951554,525
1737,2008,All Track Combined,WY,61,114,215049,2,741457,964088,175
1738,2008,Baseball,AL,1351,0,3935084,46,14103012,17830898,1351
1739,2008,Baseball,AR,681,0,2028410,20,6113936,7182414,681
1740,2008,Baseball,AZ,485,0,1519874,16,3420801,5289227,485
1741,2008,Baseball,CA,4574,0,10930889,148,34726458,40375796,4574
1742,2008,Baseball,CO,392,0,809040,12,2799529,2851278,392
1743,2008,Baseball,CT,571,0,1717641,19,5749833,6379849,571
1744,2008,Baseball,DC,119,0,407255,4,1586399,1577872,119
1745,2008,Baseball,DE,161,0,505322,5,1529827,1628325,161
1746,2008,Baseball,FL,1699,0,6146435,58,20439713,26346889,1699
1747,2008,Baseball,GA,1359,0,3685912,42,11065162,14374660,1359
1748,2008,Baseball,HI,108,0,607298,3,1321483,1927805,108
1749,2008,Baseball,IA,1307,0,2004210,38,6834594,7935941,1307
1750,2008,Baseball,ID,143,0,492010,4,1784634,2051487,143
1751,2008,Baseball,IL,2522,0,4794115,86,14141929,17671376,2522
1752,2008,Baseball,IN,1178,0,3147828,36,9015464,12128753,1178
1753,2008,Baseball,KS,1236,0,2528889,41,8703571,11464839,1236
1754,2008,Baseball,KY,901,0,2193599,26,6971375,10190705,901
1755,2008,Baseball,LA,713,0,3166293,21,12792074,14566228,713
1756,2008,Baseball,MA,1485,0,2937015,54,7516859,7427271,1485
1757,2008,Baseball,MD,861,0,1580889,29,3842436,4879902,861
1758,2008,Baseball,ME,320,0,518984,12,1567564,1653156,320
1759,2008,Baseball,MI,1165,0,2687003,37,8314129,9779325,1165
1760,2008,Baseball,MN,1168,0,2029219,40,3705163,4686091,1168
1761,2008,Baseball,MO,1599,0,3104130,46,11401727,12487480,1599
1762,2008,Baseball,MS,796,0,2165602,28,8769795,9669681,796
1763,2008,Baseball,MT,81,0,163081,3,521531,512819,81
1764,2008,Baseball,NC,1686,0,4651207,49,13449551,18002210,1686
1765,2008,Baseball,ND,320,0,677266,11,1730541,1860559,320
1766,2008,Baseball,NE,621,0,1387549,17,6019542,6574519,621
1767,2008,Baseball,NH,340,0,739244,12,2224464,1944162,340
1768,2008,Baseball,NJ,1132,0,2435476,39,8129061,8067012,1132
1769,2008,Baseball,NM,312,0,923799,8,3099118,3209592,312
1770,2008,Baseball,NV,121,0,841552,4,855608,2290002,121
1771,2008,Baseball,NY,3083,0,6221861,111,20471319,20906531,3083
1772,2008,Baseball,OH,1823,0,3759568,56,12682703,14558356,1823
1773,2008,Baseball,OK,1120,0,2622831,33,9095596,12154545,1120
1774,2008,Baseball,OR,645,0,2140393,20,5265598,7214117,645
1775,2008,Baseball,PA,2790,0,5300875,100,14886866,15563032,2790
1776,2008,Baseball,PR,366,0,139019,15,729057,726075,366
1777,2008,Baseball,RI,217,0,629284,8,1896967,1540204,217
1778,2008,Baseball,SC,1131,0,2875158,31,12319790,17305472,1131
1779,2008,Baseball,SD,257,0,401892,8,1221177,1269140,257
1780,2008,Baseball,TN,1424,0,3803306,45,17692242,18573885,1424
1781,2008,Baseball,TX,3186,0,9849393,92,35397352,38273301,3186
1782,2008,Baseball,UT,226,0,1085264,7,1897278,3116968,226
1783,2008,Baseball,VA,1089,0,2798631,34,10286243,12545628,1089
1784,2008,Baseball,VT,207,0,449101,9,1181747,1222956,207
1785,2008,Baseball,WA,821,0,3121640,27,4764560,6317761,821
1786,2008,Baseball,WI,785,0,1351860,28,3050842,3160763,785
1787,2008,Baseball,WV,631,0,1265559,18,4246418,4685310,631
1788,2008,Basketball,AK,29,36,778019,4,2988943,3126618,65
1789,2008,Basketball,AL,692,569,8376659,84,45962421,43640851,1261
1790,2008,Basketball,AR,370,314,5409988,45,27695505,24357909,684
1791,2008,Basketball,AZ,232,235,4496098,34,29608743,19263420,467
1792,2008,Basketball,CA,2415,2171,23902742,315,113193177,115899604,4586
1793,2008,Basketball,CO,328,289,4870204,41,19224601,23783139,617
1794,2008,Basketball,CT,331,309,7928514,43,34290526,32139749,640
1795,2008,Basketball,DC,96,111,3447665,15,22736561,20315493,207
1796,2008,Basketball,DE,95,85,1346268,12,7076164,6589927,180
1797,2008,Basketball,FL,856,729,15499744,115,62980552,71860105,1585
1798,2008,Basketball,GA,656,599,8576971,85,39809550,40093078,1255
1799,2008,Basketball,HI,67,72,1549594,10,3821232,5879846,139
1800,2008,Basketball,IA,841,630,8317146,83,35101253,32175250,1471
1801,2008,Basketball,ID,122,115,2721393,16,8732392,9613463,237
1802,2008,Basketball,IL,1524,1221,13776898,184,67729406,61961038,2745
1803,2008,Basketball,IN,662,564,12167038,79,55335231,54353700,1226
1804,2008,Basketball,KS,783,686,8273541,92,41228830,38109196,1469
1805,2008,Basketball,KY,473,414,9199173,55,63428812,43983182,887
1806,2008,Basketball,LA,328,322,7034634,44,25562740,31572750,650
1807,2008,Basketball,MA,933,797,7700723,120,38266579,38295399,1730
1808,2008,Basketball,MD,547,422,4981067,69,28301183,25529984,969
1809,2008,Basketball,ME,299,251,1475055,38,4608090,4458406,550
1810,2008,Basketball,MI,901,803,10864022,107,53197750,47481582,1704
1811,2008,Basketball,MN,689,596,4777314,90,24398448,18389346,1285
1812,2008,Basketball,MO,849,797,8605844,104,45304875,40947490,1646
1813,2008,Basketball,MS,462,414,5692468,60,26603100,24438947,876
1814,2008,Basketball,MT,200,183,2601617,24,8448254,10662553,383
1815,2008,Basketball,NC,1096,766,19729061,117,92166379,82310819,1862
1816,2008,Basketball,ND,246,208,1962971,30,6580667,6979856,454
1817,2008,Basketball,NE,440,324,3007677,48,19224052,18328061,764
1818,2008,Basketball,NH,204,169,1448733,26,7318926,8355311,373
1819,2008,Basketball,NJ,612,541,6723096,87,35491089,34185002,1153
1820,2008,Basketball,NM,140,121,3586187,17,12703880,12735714,261
1821,2008,Basketball,NV,31,31,1994842,4,13791815,9354126,62
1822,2008,Basketball,NY,2208,1831,18247377,288,96610855,90735536,4039
1823,2008,Basketball,OH,1088,1013,15774097,127,79003750,64412972,2101
1824,2008,Basketball,OK,591,523,8024241,70,41337336,39606405,1114
1825,2008,Basketball,OR,433,372,6124065,57,19655014,22646911,805
1826,2008,Basketball,PA,1800,1586,19990416,242,90307084,83605354,3386
1827,2008,Basketball,PR,323,214,282816,36,1870389,1912716,537
1828,2008,Basketball,RI,132,126,2880498,18,15987146,14644492,258
1829,2008,Basketball,SC,548,453,7000588,62,40713735,40671491,1001
1830,2008,Basketball,SD,200,195,1582347,22,6987970,7028918,395
1831,2008,Basketball,TN,781,652,12229272,95,71310738,64813963,1433
1832,2008,Basketball,TX,1505,1281,26927879,182,119925548,115039991,2786
1833,2008,Basketball,UT,177,173,4861210,22,20333783,18604783,350
1834,2008,Basketball,VA,590,535,11598483,74,56607748,58911766,1125
1835,2008,Basketball,VI,14,12,2000,2,40000,40000,26
1836,2008,Basketball,VT,153,138,1014390,22,4361427,4769291,291
1837,2008,Basketball,WA,556,526,8596348,80,32309866,28889534,1082
1838,2008,Basketball,WI,750,618,9712962,96,45456013,34628167,1368
1839,2008,Basketball,WV,334,270,4644357,40,22352204,19927552,604
1840,2008,Basketball,WY,128,99,1453504,15,6075296,5248382,227
1841,2008,Beach Volleyball,PR,23,24,12392,12,49764,64564,47
1842,2008,Bowling,AL,0,18,27946,2,207281,207281,18
1843,2008,Bowling,AR,0,22,49308,2,173690,173775,22
1844,2008,Bowling,AZ,0,7,50809,1,90339,90339,7
1845,2008,Bowling,CT,0,14,50338,1,151123,221807,14
1846,2008,Bowling,DC,0,10,12562,1,142730,133292,10
1847,2008,Bowling,DE,0,12,43712,1,227172,213172,12
1848,2008,Bowling,FL,10,13,113696,3,346088,518486,23
1849,2008,Bowling,IL,53,76,157209,6,883078,888078,129
1850,2008,Bowling,IN,31,14,55497,3,275977,277552,45
1851,2008,Bowling,KS,16,14,40384,2,152664,138660,30
1852,2008,Bowling,KY,32,25,109997,4,339462,338967,57
1853,2008,Bowling,LA,0,25,79466,3,194385,324020,25
1854,2008,Bowling,MD,0,35,130636,4,441147,409472,35
1855,2008,Bowling,MI,47,19,109400,6,316897,309031,66
1856,2008,Bowling,MN,0,13,29136,1,59169,66151,13
1857,2008,Bowling,MO,48,47,236515,6,501567,497147,95
1858,2008,Bowling,MS,0,14,38301,2,73343,115216,14
1859,2008,Bowling,NC,0,60,177352,9,493186,588364,60
1860,2008,Bowling,NE,0,11,51340,1,50695,420236,11
1861,2008,Bowling,NJ,0,24,101236,3,314467,305755,24
1862,2008,Bowling,NY,90,116,246438,28,670684,654321,206
1863,2008,Bowling,PA,46,39,88206,15,191635,191229,85
1864,2008,Bowling,PR,6,6,1010,2,3500,3500,12
1865,2008,Bowling,SC,6,11,20678,3,138083,137663,17
1866,2008,Bowling,TN,20,21,100979,3,838204,566563,41
1867,2008,Bowling,TX,0,18,32657,2,80202,173691,18
1868,2008,Bowling,VA,0,37,126965,4,417065,412849,37
1869,2008,Bowling,WI,0,15,52854,1,53033,68486,15
1870,2008,Equestrian,AL,0,51,159068,2,99696,611911,51
1871,2008,Equestrian,CA,0,67,322150,2,225127,890972,67
1872,2008,Equestrian,CT,0,19,48837,1,63804,76583,19
1873,2008,Equestrian,DE,0,20,66373,1,600171,593159,20
1874,2008,Equestrian,GA,3,125,415160,3,1296945,2352561,128
1875,2008,Equestrian,KS,3,84,274233,3,97716,895589,87
1876,2008,Equestrian,KY,0,58,18289,1,59385,58685,58
1877,2008,Equestrian,MA,0,126,92536,5,337278,339028,126
1878,2008,Equestrian,MD,0,19,94330,1,283158,187129,19
1879,2008,Equestrian,MI,0,17,8252,1,9111,9111,17
1880,2008,Equestrian,MN,0,43,22794,1,46460,46460,43
1881,2008,Equestrian,MS,0,9,44352,1,209650,46508,9
1882,2008,Equestrian,MT,2,15,24558,1,68943,68975,17
1883,2008,Equestrian,NE,4,8,6015,1,10475,10475,12
1884,2008,Equestrian,NH,0,32,30868,2,263100,213679,32
1885,2008,Equestrian,NJ,0,45,35771,2,97583,96622,45
1886,2008,Equestrian,NM,0,25,116406,1,613699,627114,25
1887,2008,Equestrian,NY,12,463,504142,15,1114450,1047005,475
1888,2008,Equestrian,OH,18,152,80144,2,412041,412041,170
1889,2008,Equestrian,OK,0,64,289874,1,432935,1403836,64
1890,2008,Equestrian,PA,4,114,31103,4,185273,179656,118
1891,2008,Equestrian,RI,0,55,72152,2,166232,170608,55
1892,2008,Equestrian,SC,0,59,183315,2,7122,1188658,59
1893,2008,Equestrian,SD,0,47,376361,1,742585,742585,47
1894,2008,Equestrian,TN,4,48,68963,2,294985,284507,52
1895,2008,Equestrian,TX,0,204,691633,5,2790021,3931689,204
1896,2008,Equestrian,VA,9,240,144567,6,1770522,1766825,249
1897,2008,Equestrian,WY,2,20,7209,1,120002,131435,22
1898,2008,Fencing,CA,48,40,122722,6,195237,629286,88
1899,2008,Fencing,CT,38,31,96800,4,742805,672300,69
1900,2008,Fencing,IL,0,33,170954,1,83504,579144,33
1901,2008,Fencing,IN,30,20,191389,2,79121,856069,50
1902,2008,Fencing,MA,68,75,157285,9,523154,531282,143
1903,2008,Fencing,MD,26,30,51765,3,98093,79805,56
1904,2008,Fencing,MI,28,23,88202,4,329433,343308,51
1905,2008,Fencing,NC,49,36,158044,4,75192,515685,85
1906,2008,Fencing,NJ,66,64,239423,9,885998,876356,130
1907,2008,Fencing,NY,115,193,443141,15,1437249,1417693,308
1908,2008,Fencing,OH,37,24,155019,4,203496,1205861,61
1909,2008,Fencing,PA,72,81,367544,8,949857,1463879,153
1910,2008,Fencing,RI,15,16,35486,2,104112,104112,31
1911,2008,Fencing,WI,14,12,13042,2,20624,20524,26
1912,2008,Field Hockey,AR,0,14,42797,1,88512,88512,14
1913,2008,Field Hockey,CA,0,79,366186,3,679114,1893254,79
1914,2008,Field Hockey,CT,0,236,507718,11,2660666,3401886,236
1915,2008,Field Hockey,DC,0,62,198680,3,1163398,1160483,62
1916,2008,Field Hockey,DE,0,50,134846,2,575781,691751,50
1917,2008,Field Hockey,IA,0,20,182521,1,278972,988234,20
1918,2008,Field Hockey,IL,0,22,122534,1,19633,1066200,22
1919,2008,Field Hockey,IN,0,72,227499,4,736963,1503927,72
1920,2008,Field Hockey,KY,0,74,225633,4,326197,1056943,74
1921,2008,Field Hockey,MA,0,774,1260995,38,6575357,6640409,774
1922,2008,Field Hockey,MD,0,262,444454,12,1156639,1993497,262
1923,2008,Field Hockey,ME,0,215,330963,10,1238609,1147677,215
1924,2008,Field Hockey,MI,0,65,356187,3,803200,2870928,65
1925,2008,Field Hockey,MO,0,67,192647,3,715839,731449,67
1926,2008,Field Hockey,NC,0,130,523467,6,1247931,3259328,130
1927,2008,Field Hockey,NH,0,172,335555,8,964119,1363368,172
1928,2008,Field Hockey,NJ,0,326,578258,14,2584110,2571607,326
1929,2008,Field Hockey,NY,0,683,1367328,32,5420439,6199535,683
1930,2008,Field Hockey,OH,0,214,562927,10,2713499,3209502,214
1931,2008,Field Hockey,PA,0,1346,2175326,61,10790298,10996442,1346
1932,2008,Field Hockey,RI,0,84,248616,4,1396515,1396209,84
1933,2008,Field Hockey,TN,0,44,92741,2,165115,173161,44
1934,2008,Field Hockey,VA,0,376,962915,18,3852937,5286068,376
1935,2008,Field Hockey,VT,0,112,233928,4,808605,895530,112
1936,2008,Football,AL,1695,0,12185430,17,154686440,86121238,1695
1937,2008,Football,AR,1121,0,5940012,11,52142063,31797430,1121
1938,2008,Football,AZ,856,0,8573707,10,55129348,34344102,856
1939,2008,Football,CA,7775,0,30646511,93,153277764,117526317,7775
1940,2008,Football,CO,1003,0,6494550,10,41314528,28419590,1003
1941,2008,Football,CT,762,0,6072618,8,21996537,21544226,762
1942,2008,Football,DC,353,0,788674,4,4696543,4602115,353
1943,2008,Football,DE,310,0,1387906,3,10541470,8731101,310
1944,2008,Football,FL,1300,0,22792286,12,158783753,97283143,1300
1945,2008,Football,GA,1135,0,10978347,12,98723121,47006820,1135
1946,2008,Football,HI,116,0,2689501,1,7523084,9031878,116
1947,2008,Football,IA,2751,0,8648115,28,75201409,57222861,2751
1948,2008,Football,ID,294,0,3171509,3,16190850,12864316,294
1949,2008,Football,IL,3330,0,11324057,37,72176233,54708414,3330
1950,2008,Football,IN,1999,0,12119788,20,114215305,62462682,1999
1951,2008,Football,KS,2530,0,7061834,28,55040669,43947439,2530
1952,2008,Football,KY,1514,0,6935980,16,62739384,42608923,1514
1953,2008,Football,LA,1252,0,9933766,12,86840576,51817349,1252
1954,2008,Football,MA,2620,0,8348441,30,43687944,42457839,2620
1955,2008,Football,MD,814,0,3351252,8,19544308,19608769,814
1956,2008,Football,ME,476,0,961839,6,4658003,5017042,476
1957,2008,Football,MI,2139,0,12324724,19,126357147,62900051,2139
1958,2008,Football,MN,2704,0,4649675,34,37328103,21187650,2704
1959,2008,Football,MO,2043,0,5578837,20,43929244,35714675,2043
1960,2008,Football,MS,1783,0,6432079,24,57169718,42847347,1783
1961,2008,Football,MT,776,0,2384087,7,14594366,13702481,776
1962,2008,Football,NC,3185,0,19277324,32,104535516,95587375,3185
1963,2008,Football,ND,882,0,2024031,11,7836824,8668215,882
1964,2008,Football,NE,1325,0,4229604,12,63544349,26335521,1325
1965,2008,Football,NH,358,0,1113834,4,5067197,5972014,358
1966,2008,Football,NJ,868,0,6865007,9,25625133,25671451,868
1967,2008,Football,NM,742,0,4455422,6,16640322,17336286,742
1968,2008,Football,NV,227,0,2853666,2,9442957,12167213,227
1969,2008,Football,NY,3661,0,9821098,36,55312365,59168490,3661
1970,2008,Football,OH,4236,0,18424937,40,124795213,93110733,4236
1971,2008,Football,OK,1542,0,10949169,14,85542825,50502515,1542
1972,2008,Football,OR,921,0,10326814,9,62018822,34698924,921
1973,2008,Football,PA,5179,0,14694779,54,136510127,88258547,5179
1974,2008,Football,RI,377,0,994832,4,6995618,6984601,377
1975,2008,Football,SC,1322,0,9668191,12,121463820,64893180,1322
1976,2008,Football,SD,761,0,1715360,9,7850354,8155496,761
1977,2008,Football,TN,1842,0,10598533,18,96483820,71586400,1842
1978,2008,Football,TX,4319,0,29641804,39,245520141,147799946,4319
1979,2008,Football,UT,719,0,7977600,7,37702260,29902654,719
1980,2008,Football,VA,2342,0,12103203,24,84191612,73988556,2342
1981,2008,Football,VT,181,0,202162,2,832275,832275,181
1982,2008,Football,WA,763,0,8365941,8,51338021,32870674,763
1983,2008,Football,WI,1701,0,5448165,19,44953633,27670313,1701
1984,2008,Football,WV,1292,0,7654555,12,43712149,30662554,1292
1985,2008,Football,WY,104,0,738262,1,8792537,5509247,104
1986,2008,Golf,AL,201,100,1333975,33,4343341,6390821,301
